cluster_id	Amplitude	ContamPct	KSLabel	amp	ch	depth	fr	group	n_spikes	sh
867	8496.20000000	100.00000000	good	105.47270203	14	160.00000000	1.01401647	good	2561	0
868	8496.20000000	100.00000000	good	105.47270203	14	160.00000000	0.00395946	mua	10	0
870	7030.00000000	100.00000000	good	99.99833679	39	420.00000000	0.00039595	mua	1	0
871	7030.00000000	100.00000000	good	99.99833679	39	420.00000000	0.73487488	good	1856	0
873	6583.30000000	100.00000000	mua	97.91925049	12	140.00000000	0.98234083	good	2481	0
874	5912.10000000	100.00000000	mua	79.52362061	13	140.00000000	1.25237567	good	3163	0
875	5912.10000000	100.00000000	mua	79.52362061	13	140.00000000	0.03523915	mua	89	0
876	5827.40000000	100.00000000	good	112.19193268	45	480.00000000	1.17595819	good	2970	0
877	4984.40000000	100.00000000	good	79.24457550	47	500.00000000	0.62361419	good	1575	0
879	4914.90000000	100.00000000	good	95.40058136	16	180.00000000	0.95066519	good	2401	0
880	4655.20000000	100.00000000	mua	121.76441956	30	320.00000000	0.22489705	good	568	0
881	4531.30000000	100.00000000	good	102.02703857	61	640.00000000	1.29434590	good	3269	0
882	4468.30000000	100.00000000	good	124.40493774	49	520.00000000	0.18094710	mua	457	0
884	4321.90000000	100.00000000	mua	96.19365692	30	320.00000000	0.00118784	mua	3	0
885	4321.90000000	100.00000000	mua	96.19365692	30	320.00000000	0.25419702	good	642	0
888	4306.70000000	100.00000000	mua	75.20903015	45	480.00000000	0.38604688	mua	975	0
889	4120.90000000	100.00000000	mua	87.01094818	82	860.00000000	0.08314856	good	210	0
893	3869.40000000	100.00000000	good	86.47501373	61	640.00000000	0.94235033	good	2380	0
895	3568.80000000	100.00000000	good	81.91649628	49	520.00000000	0.47355084	good	1196	0
899	2259.20000000	100.00000000	mua	112.29981995	56	580.00000000	0.00871080	mua	22	0
900	2259.20000000	100.00000000	mua	89.72994995	56	580.00000000	3.98954704	good	10076	0
904	2349.20000000	100.00000000	mua	100.69603729	53	560.00000000	0.19916060	good	503	0
905	2349.20000000	100.00000000	mua	95.05743408	53	560.00000000	2.09375990	mua	5288	0
908	2338.80000000	100.00000000	mua	92.00660706	63	660.00000000	0.29656319	mua	749	0
909	2059.00000000	100.00000000	mua	72.23267365	22	240.00000000	0.43395629	good	1096	0
910	2055.20000000	100.00000000	mua	78.07209778	30	320.00000000	0.00118784	mua	3	0
911	2055.20000000	100.00000000	mua	78.07209778	30	320.00000000	0.12591067	mua	318	0
913	1946.80000000	100.00000000	mua	73.61150360	253	2600.00000000	2.14523282	good	5418	0
915	1939.50000000	100.00000000	mua	69.97788239	58	600.00000000	0.25023757	mua	632	0
916	1913.30000000	100.00000000	mua	74.44892120	84	880.00000000	0.18055116	good	456	0
917	1913.30000000	100.00000000	mua	74.44892120	84	880.00000000	1.47925245	mua	3736	0
918	1900.80000000	100.00000000	mua	90.41398621	45	480.00000000	0.32784289	mua	828	0
919	1883.20000000	100.00000000	good	61.15729523	31	320.00000000	0.31952803	good	807	0
920	1881.90000000	100.00000000	mua	63.45386505	88	920.00000000	0.13739309	mua	347	0
921	1854.10000000	100.00000000	good	70.65848541	177	1820.00000000	0.48384542	good	1222	0
927	947.30000000	100.00000000	mua	50.21530151	189	1960.00000000	0.20034843	mua	506	0
928	947.30000000	100.00000000	mua	50.21530151	189	1960.00000000	1.53904023	mua	3887	0
929	632.40000000	100.00000000	mua	35.16634369	289	2980.00000000	0.19322141	good	488	0
932	5241.90000000	100.00000000	mua	114.44488525	62	640.00000000	0.24073487	good	608	0
933	5122.60000000	100.00000000	good	103.84354401	51	540.00000000	0.18688628	mua	472	0
935	5409.30000000	100.00000000	mua	122.04518890	267	2760.00000000	0.11917960	good	301	0
943	5266.20000000	100.00000000	mua	101.47987366	60	620.00000000	0.70161546	mua	1772	0
946	4097.10000000	100.00000000	mua	81.46236420	19	200.00000000	1.48439975	good	3749	0
949	4250.20000000	100.00000000	mua	106.49687958	26	280.00000000	1.37234717	good	3466	0
950	4232.10000000	100.00000000	mua	115.11987305	43	460.00000000	0.43474818	good	1098	0
951	4020.80000000	100.00000000	mua	81.92157745	85	880.00000000	0.13541337	mua	342	0
952	4004.20000000	100.00000000	mua	97.82084656	46	480.00000000	0.01227431	mua	31	0
953	4004.20000000	100.00000000	mua	97.82084656	46	480.00000000	2.10801394	good	5324	0
955	3620.10000000	100.00000000	mua	73.76779938	12	140.00000000	0.32190371	good	813	0
956	3354.50000000	100.00000000	mua	107.37285614	5	60.00000000	0.43078872	mua	1088	0
957	3353.30000000	100.00000000	mua	89.55908966	45	480.00000000	0.15362686	good	388	0
963	3766.70000000	100.00000000	good	88.32696533	47	500.00000000	1.61624960	good	4082	0
964	3311.10000000	100.00000000	mua	70.12273407	44	460.00000000	0.14768768	mua	373	0
970	3312.80000000	100.00000000	mua	85.28152466	43	460.00000000	1.17477035	good	2967	0
972	2755.00000000	100.00000000	good	120.32955170	33	340.00000000	0.48503326	mua	1225	0
977	2663.00000000	100.00000000	mua	81.16572571	36	380.00000000	5.05859994	good	12776	0
981	2660.80000000	100.00000000	mua	88.57546997	43	460.00000000	0.24865379	mua	628	0
982	2660.80000000	100.00000000	mua	79.22567749	43	460.00000000	0.02058917	mua	52	0
984	2445.00000000	100.00000000	mua	83.93856812	20	220.00000000	0.23677542	good	598	0
986	2439.70000000	100.00000000	good	83.22468567	87	900.00000000	0.00871080	mua	22	0
987	2439.70000000	100.00000000	good	77.35809326	87	900.00000000	0.10215394	good	258	0
